comment,entities
Kargo oldukça hızlı geldi 6 aydır kullanıyorum memnunum,"[('Kargo', 'ORG'), ('6', 'CARDINAL')]"
28 kasımda beri bekletiyorlar almayın bu gün 6 Aralık hala tedarik de,"[('28', 'CARDINAL'), ('6', 'CARDINAL'), ('Aralık', 'ORG')]"
Kalitesi düşük,"[('Kalitesi', 'GPE')]"
Ürün dün elime ulaştı. muzu bile tam parçalayamıyor ayrıca içindeki sıvı ana gövdeye akıyor. Estetik olarak güzel ama kullanışlı değil iade edeceğim.,"[('içindeki', 'NORP'), ('gövdeye akıyor', 'PERSON'), ('ama kullanışlı değil', 'PRODUCT')]"
ürünleri satıcı firma hemen göndermesine rağmen.. ürün aras kargoda paramparça olmuş..nasıl bir taşıma anlayışı bu anlamadım..ürünler trafik kazasına uğramış sanki..! taşıyan kişiler resmen ürünlerden intikam almış gibi..! Bu anlayışla kargo taşımacılığı bu ülkede düzelmez..!,"[('ürünleri', 'NORP'), ('kargoda', 'ORG'), ('taşıyan kişiler', 'PERSON'), ('ürünlerden', 'GPE')]"
bu paraya hem dügmesi var hem içi çelik hem 15 sn ye içinde bol köpüklü kahve vallaha pes isim geregi sürekli 3 - 5  aylık seyehatlere cıkıyorum her daim yanimda sıcak su yapıyorum çay nescafe iciyorum bir paket türk kahvesi alıyorrum aninda kahve sinboya teşekkürler gercekten harika iş çıkarmış,"[('bu paraya hem', 'PERSON'), ('çelik', 'GPE'), ('15', 'CARDINAL'), ('3', 'CARDINAL'), ('su yapıyorum', 'PERSON'), ('türk kahvesi', 'PERSON'), ('aninda', 'ORG'), ('sinboya', 'ORG')]"
Cok gec pisiriyo kek ve kurabiyleri kac derecede pisirecegimi sasirdim kesinlikle tavsiye etmiyorum hic iyi bir ürün degil.,"[('kurabiyleri kac', 'ORG')]"
Ürün fiyatı oldukça iyi. Oyun vb uygulamalar için keşke yanında bir kumanda olsa güzel olurmuş. Eksikliği hissediliyor. Uygulama çeşitliliği artmalı. Birde ne kadar ayarlarsanız ayarlayın kesinlikle tam olarak netliğe sahip değil. Biraz daha gelişmeli bence. S7 ve S7 Edge ile denedim netlik problemi maalesef çözülmüyor. İş görür ama fiyatına oranla daha iyi bir performans bekliyordum.,"[('Ürün', 'PERSON'), ('yanında', 'GPE'), ('Eksikliği hissediliyor', 'PERSON'), ('Birde', 'PERSON'), ('değil', 'PERSON'), ('Biraz', 'ORG'), ('S7 Edge', 'PRODUCT'), ('performans', 'NORP')]"
Hayatımda böyle iğrenç bir ürün görmedim,"[('Hayatımda böyle', 'ORG')]"
"Uzun zamandır tost makinesi arıyordum. Fiyat uygun olarak bunu aldım ama sadece tost yapmaya ve ekmek ısıtmaya yarıyor. Izgara kısmını denedim, Termostat aç kapa yaptığı için etleriniz güzel pişmiyor. Uzun lafın kısası sadece tost makinesi istiyorsanız alın","[('sadece', 'GPE'), ('ekmek ısıtmaya yarıyor', 'LOC'), ('Izgara', 'GPE'), ('Termostat', 'NORP')]"
ürün 3.kullanimda bozulduuu,[]
ürün hemen elime geçti.daha öncede phılıps kullanmıştım ama başka modelini. ürünün fıyatı özelliklerine göre çok iyi....kesinlikle tavsiye ediyorum.,"[('elime geçti.daha öncede phılıps kullanmıştım', 'PERSON'), ('başka modelini', 'ORG'), ('ürünün fıyatı', 'PERSON'), ('çok iyi....kesinlikle', 'PERSON')]"
"valla urunu 11 gun once siparis verdim hala gelmedi teslim edilmesi
gerekn tarihtn 4 gun gcti dalga geciyolar ceva lojistigi ariyorum kimse
acmiyo allahtn kis yoksa hersey coptu","[('11', 'CARDINAL'), ('hala gelmedi teslim edilmesi', 'PERSON'), ('4', 'CARDINAL'), ('kimse', 'GPE')]"
herkese tavsiye ediyorum,"[('herkese', 'NORP')]"
urun hakkinda fiyat iyi ama ürünün demlik kapağı tam oturmuyor tek sıkıntı bu yoksa ürün gayet kullanışlı,"[('ürünün', 'NORP'), ('gayet kullanışlı', 'PERSON')]"
Mutfak robotunun üst kapağını kapatmak için Herkül gibi olmak lazım açması da aynı 3 kere kullandım kapak açıp kapama sorun kullanamıyorum,"[('robotunun', 'ORG'), ('kapağını kapatmak', 'ORG'), ('Herkül', 'GPE'), ('3 kere kullandım', 'QUANTITY'), ('kapak', 'ORG'), ('kapama', 'ORG')]"
DAHA FAZLA RESİM EKLENSE HATTA VİDEO EKLENSE ALICI DAHA HIZLI KARAR VEREBİLİR,"[('FAZLA RESİM', 'ORG')]"
Olumsuz yönleri: Ürün pişirme haznesi çizikler içinde geldi. Hemen geri gönderdim fakat 2 haftadır satıcı para iadesi yapmıyor. Hayırlısı.,"[('Olumsuz', 'ORG'), ('2', 'CARDINAL'), ('para iadesi yapmıyor', 'PERSON')]"
Bir kaç gündür kullanıyorum.pili 4500 mah değil bence.1 gün gitmiyor bile.onun dışında çok iyi.,"[('4500', 'CARDINAL'), ('bile.onun', 'GPE'), ('dışında çok iyi', 'PERSON')]"
3 kişilik ailemiz için almıştım.Çok hızlı ısınıyor.tostu çok güzel yapıyor.diğer yorumlarda da yazıldığı gibi teflonu çabuk bozuluyor ama bunun sağlık olarak bir dezavantajı var mı bilmiyorum. ben 2 tane tost ekmeğini sığdırabiliyorum.birde yarım ekmek sığıyor tabi biraz zorlamak gerekiyor.fiyatına göre ideal ve yer  kaplamıyor.hergün tost yapmıyorsanız fiyatına göre çok iyi bir cihaz .,"[('3', 'CARDINAL'), ('Çok hızlı ısınıyor.tostu çok güzel yapıyor.diğer', 'PERSON'), ('yorumlarda da yazıldığı gibi', 'PERSON'), ('bunun', 'NORP'), ('ben 2', 'PERSON'), ('biraz zorlamak', 'ORG')]"
Gerçekten cok güzel,[]
fiyatına göre süper tatminkar bir kulaklık ??,[]
İndirimden aldım çok iyi,[]
ipad 7.nesil için uyumlu mu acaba? (mini değil) ?,"[('7.nesil', 'CARDINAL'), ('mini değil', 'PERSON')]"
İlk aldığımda çok güzeldi media tuşları olmasa bile olsun demiştim. Şimdi tuşlar katur kutur ediyor hafif tozlanma vardır dedim sildim hala aynı oyun oynarken tuşlara baskı yapmassanız veya yazarken basmıyor yarıda kalıyor mekanik bi klavye bakın kısacası bunun devri bitmiş saygılarla.,"[('çok güzeldi', 'ORG'), ('olmasa', 'GPE'), ('Şimdi', 'PERSON'), ('sildim hala', 'PERSON'), ('klavye', 'GPE'), ('kısacası bunun', 'PERSON')]"
"ürün çok güzel gerçekten yorumlara  bakarak aldım ama şuan  sorun yok.
güzel ürün  başta f,5hatasi verip durdu sonra servis geldi   bakım
yapıldı sorun yok sukur","[('çok güzel', 'NORP'), ('gerçekten yorumlara', 'PERSON'), ('bakarak', 'PERSON'), ('şuan', 'PERSON'), ('yok', 'ORG'), ('yok sukur', 'PERSON')]"
"Asus ile bu ürün arasında kaldım, yorumlarda Asus çok ısınıyor ve çekim
mesafesi çok az  tp-link daha iyi denildiği için bu ürünü aldım. Ancak
bu vr400 de aşırı derecede ısınıyor, kasanın üzerine koyuyorum kasadaki
üst fanlar soğutsun diye, çekimi ise 2.4 de 15m den fazla
uzaklaşmamalisiniz, bu bana yetiyor, ama ısınma sorunu için laptop
soğutucu fan almam gerekecek.","[('arasında kaldım', 'PERSON'), ('yorumlarda Asus', 'PERSON'), ('mesafesi çok az  tp-link', 'PERSON'), ('Ancak\nbu vr400 de aşırı', 'PERSON'), ('kasanın üzerine', 'PERSON'), ('koyuyorum kasadaki', 'PERSON'), ('soğutsun diye', 'PERSON'), ('çekimi', 'PERSON'), ('2.4', 'CARDINAL'), ('bana yetiyor', 'ORG'), ('ama ısınma', 'ORG')]"
ürün idare eder  ama 90tl lik üründen 50tl  montaj istiyorlar,"[('50tl', 'ORDINAL')]"
Kesinlikle hamileye uygun değil kokusu çok yoğun ve boğucu hacı yağı gibi kokuyor ağır kokulara hassasiyeti olan bunu kullanmasın...,"[('değil kokusu çok', 'PERSON'), ('gibi kokuyor', 'FAC'), ('ağır kokulara', 'PERSON'), ('olan bunu', 'PERSON')]"
Yakından kullananlar alabilir malzeme  kalitesi güzel ama çekim gücü berbat. 3 mde bile takılmalar oluyor hele ki Alıcı kasa arkasında olursa daha beter,"[('Yakından', 'PERSON'), ('kalitesi güzel', 'PERSON'), ('3', 'CARDINAL'), ('mde', 'ORG')]"
Gerçek VR deneyimi değil. Ancak ben oturup 3D film falan izleyeceğim derseniz. Karanlıkta yeriniz varsa keyifli.,"[('Gerçek', 'ORG'), ('deneyimi değil', 'PERSON'), ('Ancak ben', 'PERSON'), ('Karanlıkta', 'GPE'), ('varsa keyifli', 'PERSON')]"
superrrrrrr,[]
kesinlikle tavsiye ederim 👍,"[('kesinlikle', 'PERSON')]"
Kargo yu başarılı buldum. Ürün görsel olarak da güzel duruyo kullaninca iyi olursa memnun kalırız insallah,"[('Kargo', 'GPE'), ('olursa memnun', 'ORG')]"
"Üründen daha önce kullanmış biri olarak bana orjinal gibi gelmedi çünkü
ucuz saç spreyleri gibi saçı ağırlaştırıp kalın bir tabaka bırakıyor","[('Üründen', 'PERSON'), ('bana', 'GPE'), ('gelmedi çünkü\nucuz', 'PERSON'), ('kalın bir tabaka', 'PERSON')]"
boşuna almayın çekmiyor,"[('boşuna', 'GPE')]"
tek kelimeyle harika bir klima iyiki almısım,"[('klima', 'PERSON'), ('iyiki almısım', 'ORG')]"
"Alıcı kullanışlı fakat sürekli alakasız  güncelleme 
geliyor taşıyorum siliyorum ama gene aynı güncelleme hep aynı şifreli kanallar geliyor.Bazen cihazı kıradım geliyor.
Ne yapmam lazım.",[]
"CAM HAZNELI OLUSU  ÇOK İYİ..
BEĞENDİM ..  GÜZEL ...","[('GÜZEL', 'NORP')]"
"kasası çok kırılgan, her an elinizde kalacak gibi, hızı çok iyi, çok ama
çok ısınıyor. ama bu fiyata şimdi olsa yine alırdım.","[('kasası çok kırılgan', 'PERSON'), ('gibi', 'GPE'), ('fiyata şimdi', 'ORG')]"
ürün gayet güzel çabuk geldi,[]
"Dizaynı, rengi çok hoş. Ütü yapmak keyifli oldu. 💃",[]
Çok kötü hiç çekmiyor kesinlikle tavsiye etmem,"[('Çok kötü hiç çekmiyor kesinlikle', 'PERSON')]"
ürün ğüzel fiyatına ğöre idare eder.,[]
Ürün normal devrinde sessiz; ancak sıkmaya geçtiğinde sanki duvara balyozla vuruyormuş gibi sesler geliyor. Kazanın bir denge sorunu var kesinlikle tasarımı hatalı. Bu makineyi alacaklara tavsiye etmem.,"[('sanki duvara', 'FAC'), ('vuruyormuş gibi', 'PERSON'), ('Kazanın', 'PERSON'), ('alacaklara tavsiye', 'PERSON')]"
her zaman kullandığım bir ürün ancak kargo berbat.10 gün boyunca teslimat şubesinde bekletilip dağıtıma çıkarılmadi.urun elime geçtiğinde erimis ve kullanılmaz haldeydi.hic memnun değilim,"[('her zaman kullandığım bir ürün', 'PERSON'), ('dağıtıma çıkarılmadi.urun', 'PERSON')]"
Daha öncede kullandığım ve memnun olduğum marka sorunsuz alışveriş teşekkürler.,[]
Evet çok güzel beğenmesem almazdım kızıma aldım çok beğendi,"[('çok güzel beğenmesem almazdım kızıma', 'ORG')]"
"Ürün beklentimi karşılamadı. Paslanmayacak bir malzemeden yapılmış olmasını beklerdim. Demirmiş, üstelik kötü bir işçilikle boyanmış. Ürün açıklamasında bu özelliğin yer alması gerekirdi. Onun dışında kanatları açıldığı zaman oldukça geniş bir askı kapasitesi sunuyor. Ancak yük haddi muadillerinden daha düşük. Aynı büyüklükteki kurutmalıklar 8 kg taşıyabiliyorken bunun kapasitesi 5 kg. f/p 3/5, genel değerlendirmem 2/5.","[('beklentimi karşılamadı', 'PERSON'), ('Ürün açıklamasında', 'PERSON'), ('zaman oldukça geniş', 'PERSON'), ('askı kapasitesi', 'ORG'), ('muadillerinden daha düşük', 'FAC'), ('8 kg', 'QUANTITY'), ('bunun', 'NORP'), ('5 kg', 'QUANTITY'), ('3/5', 'CARDINAL'), ('2/5', 'CARDINAL')]"
ürünün paketi biraz ezilmiş gibiydi ama sağlam çıktı.tarihi yeni. herkes hediyelrr için teşekkr etmiş bize gelmeyince biraz şaşırdım sadece,"[('ürünün paketi biraz', 'ORG'), ('gelmeyince biraz şaşırdım', 'ORG')]"
urun geç geldi ama temiz ürün beğendim,"[('geldi ama temiz ürün', 'PERSON')]"
"Arkadaşlar bende elegant plusu vardı, babamlara bu ürünü yani elegant
primeyi aldık. Daha kullanmadık fakat görüntüsü çok kaba bilginiz olsun
küt duruyor.Satıcının ve baymak resmi sitesinin koymuş olduğu gibi
estetik bir ürün değil çok kaba,küt duruyor ve mat beyaz yapısından
dolayı çok kolay iz kalıyor ve zor çıkıyor.. Elegant plus daha şekil ve
kibar duruyor. Silincede iz kalmıyor pek daha kullanışlı geldi bize..","[('Arkadaşlar', 'PERSON'), ('babamlara bu', 'PERSON'), ('Daha kullanmadık', 'PERSON'), ('görüntüsü çok kaba', 'PERSON'), ('Satıcının', 'GPE'), ('resmi sitesinin', 'PERSON'), ('koymuş olduğu', 'PERSON'), ('değil çok kaba', 'PERSON'), ('yapısından\ndolayı', 'PERSON'), ('çok kolay', 'PERSON'), ('kalıyor ve zor çıkıyor..', 'ORG'), ('Elegant', 'PERSON'), ('Silincede', 'PERSON'), ('kalmıyor pek', 'PERSON'), ('kullanışlı geldi', 'PERSON')]"
evimiz temiz zannediyorduk taki bu urunu alana kadar. çok güzel bir urun sesi orta seviyede çekim gücü mükemmel. biraz büyük bir urun tek dezavantajı bu.,"[('temiz zannediyorduk', 'PERSON'), ('çok güzel bir urun', 'ORG'), ('biraz büyük bir urun tek dezavantajı bu', 'ORG')]"
Ürün görüntü olarak gayet güzel kargo hizmetine bayıldım. Ama şu kaynadığında atması gereken düğmesi  çalışmıyor. Ve aşırı ısınıyor .üzülerek iade etmek zorunda kaldım,"[('Ürün', 'PERSON'), ('hizmetine bayıldım', 'PERSON'), ('kaynadığında', 'ORG'), ('gereken düğmesi  çalışmıyor', 'PERSON'), ('zorunda kaldım', 'PERSON')]"
Büyük güzel bir ürün. Tek eksik içinde çay filtresi yok.,[]
Ev aletlerinde her zaman tefali tercih ediyorum bu üründe de aynı kaliteyi düşünerek aldım ve tabiki tefal beni şaşrtmadı çok memnun kaldım pratik ve güzel bi set. pudra rengi de beni bitirdi cidden mutfağıma aşırı  yakıştııııı :),"[('pudra rengi de beni bitirdi cidden mutfağıma aşırı', 'PERSON')]"
"Patates kızartmasında da çok başarılı değil.Elma dilim patates yada kalın doğranmış parmak patatesleri çiğ bırakıyor.
Sebze kızartması için 4 saat zaman harcadım.Kitapçıkta belirtilen zamanda asla kızarmıyor çiğ kalıyor daha çok zamana ayarladığınızda da bazıları yanıyor.Tavsiye etmem.","[('kızartmasında da çok', 'PERSON'), ('değil', 'PERSON'), ('yada kalın', 'ORG'), ('patatesleri çiğ bırakıyor', 'PERSON'), ('Sebze', 'ORG'), ('4', 'CARDINAL'), ('Kitapçıkta', 'PERSON'), ('zamanda asla kızarmıyor', 'PERSON'), ('kalıyor', 'PERSON'), ('çok zamana ayarladığınızda da bazıları yanıyor', 'PERSON'), ('Tavsiye', 'ORG')]"
kullanıma hazırı almak varken programları kurmak güncellemek zor oldu,"[('kullanıma hazırı', 'PERSON'), ('programları kurmak güncellemek zor', 'ORG')]"
ürun cok iyi. fiyatina bakmayin tereddutsuz alin. fazla para vermeue gerek yok kardesim hem şık hem saglam,"[('ürun', 'PERSON'), ('fiyatina bakmayin', 'PERSON'), ('tereddutsuz alin', 'PERSON'), ('fazla para vermeue gerek', 'PERSON'), ('yok kardesim', 'PERSON'), ('şık hem', 'PRODUCT')]"
"ürünü daha önce kullanmıştım memnunum ama bu mağaza kapatsın bence çünkü
bozuk ürün elime geçti","[('mağaza', 'GPE'), ('bozuk', 'GPE')]"
Daha ikinci kullanımda bozuldu ayrıca kapağı ilk kullanımda damlattı berbat bi ürün çok pişmanım almayın yazık paranıza,"[('kullanımda', 'PERSON')]"
Ürünün sadece faturası elime geçtiği için ürün hakkında herhangi bir yorum yapamayacağım,"[('Ürünün', 'ORG'), ('hakkında herhangi bir yorum yapamayacağım', 'PERSON')]"
sivilcelerimi baya kurttu. gece yatmadan önce ve sabah kalkınca sürüyorum kızarıkları gideriyor ama lekesi kalıyor acne nin malesef iyi ben memnunum,"[('sivilcelerimi baya kurttu', 'PERSON'), ('gece yatmadan', 'PERSON'), ('kızarıkları gideriyor', 'PERSON')]"
Kesinlikle almayın derim berbat,[]
Çok beğendimm,"[('Çok', 'PERSON')]"
"SES YÜKSEK, EMİŞ DÜŞÜK. TAVSİYE ETMEM.","[('YÜKSEK', 'PERSON'), ('TAVSİYE ETMEM', 'ORG')]"
"Bu ürünü aldıktan 6 ay kadar sonra bozuldu. Çevirici kafanın içindeki çark plastik olduğu için hemen bozuldu. Ben hiç memnun kalmadım kesinlikle tavsiye etmem. Ancak amazzon'un ürün sipariş, kargo ve teslimat sürecinden çok memnunum.","[('6 ay kadar', 'QUANTITY'), ('Çevirici kafanın', 'PERSON'), ('içindeki çark', 'PERSON'), ('olduğu için', 'ORG'), ('Ben', 'PERSON'), ('kalmadım kesinlikle', 'PERSON'), ('teslimat sürecinden çok memnunum', 'ORG')]"
Hızlı teslimat seçeneği ile gün içinde teslim aldım.Öncelikle bu fareyi eli kürek gibi olan kişiler almasın.Fare biraz küçük ellere hitap ediyor.Ama sırf mausepad için alınabilir.,"[('olan kişiler', 'PERSON'), ('hitap', 'PERSON')]"
"Bu fiyata çok üst düzey bir mutfak robotu beklemiyordum elbette ama bu kadar basit ve uyduruk olabileceğini de düşünmedim. Üzerine 20-30 tl daha koyarak eminim çok çok daha iyilerini alırdım. Fiyat/performans olarak bile baya baya kalitesiz. Tavsiye etmiyorum. 

Kargoda sorun yaşamadım,2-3 gün içerisinde elimdeydi.","[('robotu', 'PERSON'), ('kadar basit ve', 'PERSON'), ('olabileceğini de düşünmedim', 'ORG'), ('20-30', 'CARDINAL'), ('koyarak eminim', 'PERSON'), ('çok daha iyilerini', 'PRODUCT'), ('performans', 'NORP'), ('baya kalitesiz', 'PERSON'), ('Tavsiye', 'ORG'), ('Kargoda', 'GPE'), ('yaşamadım,2-3', 'CARDINAL')]"
PIYASADA EN UYGUN FIYAT VE KALITELI ÜRÜN TESEKKÜRLER,"[('PIYASADA', 'ORG')]"
sessiz çalışıyor üst performans alman teknolojisi...,"[('performans', 'NORP')]"
henüz deneme fırsatım olmadı ama rengi çok tatli,"[('henüz deneme', 'PERSON'), ('tatli', 'EVENT')]"
telefonu sipariş ettim alır almaz 200 lira düştü kendimi çok kötü hissettim amozana ulaşıp bu durumu izah edeceğim ama bişey yapmıcaklar iptal edip tekrar sipariş vermek en iyisi,"[('200', 'CARDINAL'), ('kendimi çok kötü hissettim', 'PERSON'), ('amozana ulaşıp bu durumu izah', 'ORG')]"
TEŞEKKÜRLER TEŞEKKÜRLER SELAMLAR,[]
Olumlu yönleri: Parasına göre idare eder. Çok kaliteli değil malzeme çok ince,"[('Çok kaliteli', 'PERSON'), ('değil malzeme çok', 'PERSON')]"
paketleme guzel ve hasarsiz sekilde ulasti,[]
Güzel bir  ürün,"[('Güzel', 'NORP')]"
Daha önce ıphone 5 kullanıyodum 7 yi aldım her konuda müthiş sakın düşünmeyin ne 6s nede 8 e gerek yok bu 7 di hem şarj ömrü oldun hem hız olsun ne bilim kamera filn aklınıza takılabilecek herşeyi tam anlamıyla karşılıyan bir cihaz kesinlikle pişman olmazsınız,"[('5', 'CARDINAL'), ('konuda', 'ORG'), ('müthiş sakın düşünmeyin', 'PERSON'), ('6s', 'CARDINAL'), ('8', 'CARDINAL'), ('7', 'CARDINAL'), ('hem', 'ORG'), ('oldun hem', 'PERSON')]"
Olumlu yönleri: Çok araştırdıktan sonra aldım. Cevremde bu kadar kullanan olduğunu bilmiyordum. Onlarda memnun.,"[('yönleri', 'NORP'), ('Çok', 'CARDINAL'), ('Cevremde', 'PERSON'), ('kadar kullanan', 'PERSON'), ('olduğunu bilmiyordum', 'PERSON'), ('Onlarda', 'PERSON')]"
Daha kötüsü olamaz,[]
bence işini hakkıyl ayapıyor kaç yıldır kullanıyorum bi kaç ufak arızası oldu ama servis hemen çözdü bu arızaları...bilindik markalara aldanmayın arzum emin olun tüm beklentilerinizi karşılayacaktır.çay filtresi olması büyük bir artıdır.sadece doldururken demlik kısmı sıkıntı yaratabiliyor ancak bu gözardı edilebilir neticede ağzı çaydanlık ağzı gibi değil bu sekilde bir sonuç çıkması normaldir.hiç düşünmeden alın derim ....,"[('ayapıyor kaç yıldır kullanıyorum bi kaç ufak', 'PERSON'), ('bilindik', 'PERSON'), ('beklentilerinizi karşılayacaktır.çay filtresi', 'PERSON'), ('değil', 'PERSON'), ('alın derim', 'PERSON')]"
Kumanda yeri bir çalışıyor bir çalışmıyor bozukmu sağlammı onada karar veremedik,"[('Kumanda', 'GPE'), ('çalışmıyor', 'ORG')]"
Harika bir ütü zamanı aza indiriyor 👍🏻,"[('Harika', 'ORG'), ('aza indiriyor 👍', 'ORG')]"
"Kargo çok hızlı geldi. Makine gerçekten çok başarılı, yeni süpürülmüş halıdan bile çok fazla toz çıkardı. Sesi gerçekten çok düşük. Henüz toz haznesini boşaltmadık ama farklı bir sistemle tozları topluyor. Süpürgenin sapı ve diğer aparatları oldukça hafif ama malzemesi kalitesizmiş hissiyatı veriyor. Tek gözüme batan kısmı bu.","[('Kargo', 'EVENT'), ('hızlı geldi', 'PERSON'), ('yeni süpürülmüş', 'PERSON'), ('halıdan bile çok', 'PERSON'), ('Henüz', 'PERSON'), ('Süpürgenin', 'PERSON')]"
